epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,591.112,3.09803,6.31912,2.22912,0,0,0,0,4.13087,9.0964,2.97697,2e-05,2e-05,2e-05
2,1186.54,2.73763,5.74052,2.04966,0,0,0,0,2.87877,7.423,2.11314,5.9406e-05,5.9406e-05,5.9406e-05
